sentence,level-1, lp, mean_lp, pen_lp, div_lp, sub_lp, slor, pen_slor
График проведения ремонтных работ в цехах завода был нарушен вопреки указания директора.,0,-64.67092895507812,-4.041933059692383,-23.738576020691735,-1,-1,-1,-1
"Думаю, что и я потерял в тебе самое дорогое, что имел в жизни.",1,-47.38394927978516,-2.9614968299865723,-17.393093006598246,-1,-1,-1,-1
"Его осуждали на пять лет, но тут вышел указ.",1,-47.18912601470947,-3.932427167892456,-20.511801124912104,-1,-1,-1,-1
"Финансовый строй Веймарской республики, сложившийся в результате ноябрьской революции 1918 года, также не способствовал эффективному функционированию СФВ, несмотря на создание хорошо разработанной законодательной базы.",1,-124.69735336303712,-2.968984603881836,-24.027022211340736,-1,-1,-1,-1
Они грелись у костров.,1,-22.44808554649353,-3.20686936378479,-12.893039470044918,-1,-1,-1,-1
Ты должен помогать любому своему родственнику.,1,-38.3173713684082,-4.789671421051025,-20.642487325420795,-1,-1,-1,-1
"Мне захотелось узнать, как разводить и ухаживать за первоцветами в домашних условиях.",0,-49.86711764335632,-2.9333598613739014,-17.635879470373755,-1,-1,-1,-1
Она принимает у него заказ уже десять минут.,1,-39.39360809326172,-4.377067565917969,-20.000660213771837,-1,-1,-1,-1
Обидный промах привёл теннисиста к поражению в матче.,1,-51.035704135894775,-3.6454074382781982,-20.29514836990554,-1,-1,-1,-1
"Это был клёст-сосновик, с перьями кирпичного и клюквенного цвета, с клювом, скрещенным, как два кривых костяных ножа.",1,-130.75502014160156,-3.6320838928222656,-28.10297434153667,-1,-1,-1,-1
Отсутствие жены президента на вечере журналисты объясняют болезнью.,1,-68.05842590332031,-5.671535491943359,-29.58310557750785,-1,-1,-1,-1
"Раз мы затронули тему коррупции, есть ли, на ваш взгляд, свет в конце тоннеля?",1,-57.39121437072754,-2.869560718536377,-18.323752102339657,-1,-1,-1,-1
У меня есть седые волосы.,1,-22.721733331680294,-3.245961904525757,-13.050208850391227,-1,-1,-1,-1
"Никогда не забуду выражения растерянности и вместе с тем готовности к сопротивлению, которое было написано у него на лице, когда он выскочил на поверхность воды.",1,-75.94752788543701,-2.5315842628479004,-18.525938023852262,-1,-1,-1,-1
"Проснешься не торопясь, посердишься на что-нибудь, поворчишь.",1,-61.66712236404419,-3.4259512424468994,-21.047107267407583,-1,-1,-1,-1
Сегодня письмо получил Саша.,1,-34.38669204711914,-6.877338409423828,-22.85132566021968,-1,-1,-1,-1
От кого вы получили эти сведения?,1,-22.465262174606323,-3.2093231678009038,-12.902904852273698,-1,-1,-1,-1
Он перецеловал всех девушек.,1,-25.007094383239743,-3.572442054748535,-14.362804090641545,-1,-1,-1,-1
Жена не понимает причин обвально обрушившейся на неё нежности.,1,-61.726258277893066,-4.748173713684082,-25.631436574489943,-1,-1,-1,-1
"Доктор, убеждая меня начать приём лекарств, говорил, что я совершенно уверен в успешности лечения и что сомневаться не стоит.",0,-80.91158866882324,-3.2364635467529297,-22.32722376846491,-1,-1,-1,-1
"Война была тяжёлым испытанием для всего народа, но все верили и надеялись на победу.",0,-45.0970184803009,-2.3735272884368896,-14.876468159257112,-1,-1,-1,-1
"Брат ушел в театр, и я сижу дома.",1,-45.136101722717285,-4.1032819747924805,-20.59439611512427,-1,-1,-1,-1
"Полшколы участвовали в организации благотворительной акции, приуроченной к Дню матери.",0,-47.48616409301758,-2.967885255813598,-17.430612710637817,-1,-1,-1,-1
"Я вижу, он не придет, и не видит в том потери.",1,-60.49767971038818,-4.321262836456299,-24.057851391410527,-1,-1,-1,-1
В доме кто-то есть.,1,-19.460972785949707,-2.7801389694213867,-11.177393712931249,-1,-1,-1,-1
"Если любой инженер может выполнить эту работу, то зачем приглашать какого-то знаменитого специалиста.",1,-66.59195852279663,-3.69955325126648,-22.727963304369457,-1,-1,-1,-1
"Те, кто мечтает стать инженером, исследователем, лётчиком, космонавтом, должен развивать свою зрительную память.",0,-69.28114557266235,-3.012223720550537,-20.20271026136968,-1,-1,-1,-1
Эту книгу я уже покупал.,1,-28.10052299499512,-4.014360427856445,-16.139512269453622,-1,-1,-1,-1
"Он входит в темный коридор, задевает за что-то железное, сваленное у стены, нашаривает и открывает дверь.",1,-73.01655507087708,-2.7043168544769287,-19.13473080105276,-1,-1,-1,-1
Я хочу посоветоваться с хорошим врачом.,1,-25.97804069519043,-3.247255086898804,-13.994993827574014,-1,-1,-1,-1
"Трон достался Глостеру, убийце своего брата.",1,-50.28091049194336,-4.190075874328613,-21.85571387926877,-1,-1,-1,-1
"Отряд партизанов был переодет в немецкое обмундирование, получил немецкое оружие.",0,-55.95623016357422,-2.797811508178711,-17.86559321563624,-1,-1,-1,-1
Он объясняет отсутствие на вечере своей жены.,1,-40.5676646232605,-4.507518291473389,-20.596744372213827,-1,-1,-1,-1
"Опытные садоводы считают, что правильно выращенная живая изгородь намного долговечнее и надёжнее самых крепких заборов.",1,-67.11439490318298,-2.68457579612732,-18.519944271788585,-1,-1,-1,-1
Дело приняло неприятный оборот.,1,-19.191877841949463,-3.8383755683898926,-12.75376677688551,-1,-1,-1,-1
"Дети сотрудников, имеющих какие-либо заболевания, получают льготные путёвки в санаторий.",0,-49.94861626625061,-2.6288745403289795,-16.476898573869335,-1,-1,-1,-1
"В своих статьях этот журналист поставил вопросы, волнующих многих его современников.",0,-66.40797519683838,-4.74342679977417,-26.40817310908671,-1,-1,-1,-1
Отсутствием на собрании он подтвердил плохое мнение о себе.,1,-59.85185623168945,-4.987654685974121,-26.01593790057829,-1,-1,-1,-1
"У меня сосед есть, — сказал Троекуров, — мелкопоместный грубиян; я хочу взять у него имение — как ты про это думаешь?",1,-120.03092622756958,-3.5303213596343994,-26.851124116642872,-1,-1,-1,-1
"Они касались подвала здания, который было принято решение превратить в эксплуатируемое помещение.",1,-78.06108856201172,-4.878818035125732,-28.653664251126525,-1,-1,-1,-1
Не существует каких-либо доказательств.,1,-26.27194309234619,-3.7531347274780273,-15.089268906376894,-1,-1,-1,-1
Зимой сопротивляемость организма болезням ослабляется.,1,-39.0607180595398,-3.5509743690490723,-17.822361027125986,-1,-1,-1,-1
Внешне он ничем не отличался от многочисленных остальных гостей-мужчин.,1,-47.76146364212036,-3.4115331172943115,-18.99309527305863,-1,-1,-1,-1
Консервация старинной постройки должна предотвратить её дальнейшее разрушение.,1,-54.4727954864502,-4.53939962387085,-23.67780974345208,-1,-1,-1,-1
Две молодые елки посажены по обоим ее концам.,1,-54.802961349487305,-4.215612411499023,-22.756581511869896,-1,-1,-1,-1
"Те, кто добивается в спорте наибольших успехов,становится примером для подражания.",0,-54.17763948440552,-3.009868860244751,-18.49093238033231,-1,-1,-1,-1
"И в подтверждение того, что это — Красавка, лошадь медленно по вернулась в нашу сторону.",0,-93.4158992767334,-4.67079496383667,-29.82564142495412,-1,-1,-1,-1
Он принял таблетку аспирина.,1,-23.87037944793701,-3.4100542068481445,-13.70993280250014,-1,-1,-1,-1
Сегодня в овощном были не только яблоки.,1,-46.441680908203125,-5.160186767578125,-23.57906078068202,-1,-1,-1,-1
"Я считаю недопустимым жить так, как они живут.",1,-38.16067886352539,-3.180056571960449,-16.58738615748632,-1,-1,-1,-1
А зачем Вы завязали ногу?,1,-38.44247198104858,-5.491781711578369,-22.07940216332506,-1,-1,-1,-1
Он не отдал мне ключа.,1,-27.195713996887207,-4.532618999481201,-16.745854655458228,-1,-1,-1,-1
У него дача уже три года.,1,-31.37362098693848,-3.9217026233673096,-16.901722389792873,-1,-1,-1,-1
"Она стояла совсем рядом со мной, и я смог внимательно ее разглядеть.",1,-38.47900485992432,-2.748500347137451,-15.301779920172129,-1,-1,-1,-1
Спортсмен дрался как лев и тигр.,0,-43.98331642150879,-4.398331642150879,-21.13177441656437,-1,-1,-1,-1
"Шеварднадзе проезжал по улицам Тбилиси стремительно, его автомобиль с четырех сторон облепляли (сам видел) машины охраны.",1,-104.34391522407532,-3.8645894527435294,-27.344384114019928,-1,-1,-1,-1
Ты ехал в город?,0,-22.81412363052368,-4.562824726104736,-15.16089329032411,-1,-1,-1,-1
"Но вот внешность новых денег с точки зрения их защищенности от подделок, мягко говоря, озадачивает.",1,-78.15597939491272,-3.721713304519653,-24.18268571269859,-1,-1,-1,-1
Мама идет с рынка.,1,-22.90177583694458,-4.580355167388916,-15.219141670570052,-1,-1,-1,-1
Я видел вашу жену.,1,-23.276221752166748,-4.65524435043335,-15.467975886410176,-1,-1,-1,-1
Ни Кати ни Лены не было дома.,1,-30.500788688659668,-3.050078868865967,-14.654097019861434,-1,-1,-1,-1
Ты хоть кому-то помоги.,1,-29.062788009643555,-4.151826858520508,-16.69218838915255,-1,-1,-1,-1
Я не воспринимаю ненависти.,0,-30.549150466918945,-5.091525077819824,-18.810744723425994,-1,-1,-1,-1
Мне его няня передала.,1,-27.53071689605713,-4.5884528160095215,-16.952133845601892,-1,-1,-1,-1
"Когда вы мне позвонили, я говорил с Иваном Сергеевичем.",1,-38.24028038978577,-2.9415600299835205,-15.879033473709551,-1,-1,-1,-1
"Все разбежались, когда началась гроза.",1,-33.34332656860352,-4.16791582107544,-17.962850046839154,-1,-1,-1,-1
Его легко было огорчить.,1,-25.51988983154297,-4.253314971923828,-15.71396014795711,-1,-1,-1,-1
Советую вам обратиться к врачу.,1,-18.946042776107788,-2.7065775394439697,-10.881644085309237,-1,-1,-1,-1
Он и минуты не держал книги в руках.,1,-37.40734434127808,-4.156371593475342,-18.992207616479742,-1,-1,-1,-1
"Я думаю, вы читали книгу Иванова на эту тему.",0,-41.54317045211792,-3.7766518592834473,-18.95503766419499,-1,-1,-1,-1
"Даже неточное, строго говоря, упоминание про песню рекрутов дает нам представление о том, какие разговоры велись в семье Блоков.",1,-113.71480464935304,-4.21165943145752,-29.800120985542637,-1,-1,-1,-1
"Автор Веверлея существовал в действительности, а не только в легендах.",1,-57.09600067138672,-3.56850004196167,-20.958068398192577,-1,-1,-1,-1
Но над святым островом поцарствовала ночь – а ночью обычные птицы не покидают своих укрытий.,0,-96.95247602462769,-4.616784572601318,-29.99861654761795,-1,-1,-1,-1
"Когда узнаете, что такое метранпаж, позвоните в 210 номер.",1,-63.50136566162109,-3.9688353538513184,-23.30926771166736,-1,-1,-1,-1
"Принеси из сада мою кофту, я оставила ее в беседке.",1,-57.18000411987305,-3.812000274658203,-21.824343377661187,-1,-1,-1,-1
Откуда я возьму такие деньги?,1,-21.4555778503418,-3.065082550048828,-12.322993491099222,-1,-1,-1,-1
Быть убитым своим же пациентом... какая ужасная трагедия!,1,-53.61079216003418,-4.123907089233398,-22.26154083035053,-1,-1,-1,-1
"Вся бытовая техника, как правило, выходит из строя на другой день после окончания гарантийного срока.",1,-46.39711380004883,-2.3198556900024414,-14.813577667904635,-1,-1,-1,-1
За обозом чинно следовали женщины.,1,-43.51727294921875,-5.439659118652344,-23.44379907103328,-1,-1,-1,-1
"Когда у меня возникали некоторые сомнения, он всегда говорил очень убедительно.",1,-44.00315260887146,-3.3848578929901123,-18.272029548498143,-1,-1,-1,-1
"Я получил его донесение, но еще не прочел.",1,-39.55095100402832,-3.595541000366211,-18.046041209112087,-1,-1,-1,-1
Солдаты грелись вблизи костров.,0,-36.85097503662109,-4.606371879577637,-19.852504437452755,-1,-1,-1,-1
"Иван знает, что приехала Маша.",1,-31.748840808868408,-4.535548686981201,-18.23492060510494,-1,-1,-1,-1
Правильная и своевременная корневая подкормка растений является гарантией высокого урожая.,1,-40.06616973876953,-2.504135608673096,-14.706976249906418,-1,-1,-1,-1
Эти препараты сейчас появились.,1,-30.168936252593998,-6.033787250518799,-20.04845904298578,-1,-1,-1,-1
Я решил дать вам дело №126 на доследование.,1,-68.5955319404602,-5.2765793800354,-28.48385881920524,-1,-1,-1,-1
"Упреки этого рода, будь они иначе поставлены, были бы для меня самыми драгоценными упреками.",1,-73.14154386520386,-3.4829306602478027,-22.631140720487387,-1,-1,-1,-1
"Вот честное слово, жалко, что каждый раз ему выступать первый перед, если можно так выразиться, неразогретым залом.",0,-112.67717170715332,-4.333737373352051,-30.287789795952115,-1,-1,-1,-1
"Нельзя ни к кому не обращаться, когда ты нуждаешься в помощи.",1,-42.18798279762268,-2.8125321865081787,-16.102220298130067,-1,-1,-1,-1
В Белоруссии либеральных газет не осталось.,1,-40.757205963134766,-5.094650745391846,-21.956884761861083,-1,-1,-1,-1
Отопление два дня было выключено.,0,-32.5503294467926,-3.6167032718658447,-16.526236377494676,-1,-1,-1,-1
По окончанию института наши выпускники могут рассчитывать на трудоустройство в профильных компаниях.,0,-53.13583397865296,-3.1256372928619385,-18.791885472653963,-1,-1,-1,-1
После этого он утратил какой бы то ни было интерес к происходящему.,1,-33.8977952003479,-2.421271085739136,-13.47999003152523,-1,-1,-1,-1
Около флакона духов стояла пудреница.,1,-43.44390392303467,-4.344390392303467,-20.87261380379948,-1,-1,-1,-1
"Кому ты хочешь, чтобы я достал книгу?",1,-38.98181915283203,-3.898181915283203,-18.728806186204757,-1,-1,-1,-1
Дружное нападение нашего войска решило исход дела.,1,-44.493446350097656,-4.449344635009766,-21.37686622525769,-1,-1,-1,-1
Его внимание остановилось на небольшой картине в углу.,1,-36.127110958099365,-4.014123439788818,-18.34221605361844,-1,-1,-1,-1
"Надо тебе заметить, что в доме у нее порядок.",1,-39.983895778656006,-3.634899616241455,-18.24358233128144,-1,-1,-1,-1
Он дошел от Казани.,0,-39.873762130737305,-7.974752426147461,-26.49770214881572,-1,-1,-1,-1
Это пальто они покупали вместе.,1,-38.050758361816406,-6.341793060302734,-23.429885647785227,-1,-1,-1,-1
"Не думаю, чтобы он что-либо изменил.",1,-27.796273231506348,-2.7796273231506348,-13.354713180794509,-1,-1,-1,-1
У нас фамилии и имена начинались с одной буквы.,1,-36.48209738731384,-3.316554307937622,-16.64580537593777,-1,-1,-1,-1
Ты не должен ей потакать.,1,-25.67457389831543,-3.2093217372894287,-13.8315089828557,-1,-1,-1,-1
Люди не любят правду.,1,-15.317106246948242,-3.0634212493896484,-10.178826813046802,-1,-1,-1,-1
Этот выстрел решил мою судьбу –– я стал стрелком.,1,-54.37687110900879,-4.531405925750732,-23.6361140834711,-1,-1,-1,-1
Приносить спиртные напитки и распивать их запрещается.,1,-32.38662528991699,-2.9442386627197266,-14.777150985481653,-1,-1,-1,-1
Осмотр дома он начал почему-то со двора.,1,-38.14732360839844,-3.178943634033203,-16.581580999385892,-1,-1,-1,-1
"Линолеум можно оставить у нас, а насчет краски что-нибудь придумаем.",1,-60.52516222000122,-3.36250901222229,-20.657354077614016,-1,-1,-1,-1
Что-то треснуло в овраге –– это медведь.,1,-55.20014238357544,-4.246164798736572,-22.921508412800588,-1,-1,-1,-1
"Это наш корреспондент, который сейчас находится в городе, который подвергся бомбардировке.",0,-49.07881021499634,-3.271920680999756,-18.732296773775115,-1,-1,-1,-1
"Деньги, которые он тебе дал, его собственные.",1,-38.65605020523071,-3.514186382293701,-17.637721907471928,-1,-1,-1,-1
За каменной высокой стеной находятся бывшие архиерейские палаты.,1,-55.34405946731568,-5.031278133392334,-25.25201423664896,-1,-1,-1,-1
"Получив данные, будет выбран самый благоприятный момент для нанесения удара.",0,-51.24186038970947,-3.660132884979248,-20.377129638301724,-1,-1,-1,-1
Он принял чужое имя.,1,-27.780463695526123,-5.556092739105225,-18.461223953397447,-1,-1,-1,-1
"Может быть, нам открыть окно, чтобы как следует проветрить комнату?",1,-35.21496534347534,-2.347664356231689,-13.440773702591168,-1,-1,-1,-1
Она приняла ребенка к себе на руки.,1,-30.50389671325684,-3.812987089157105,-16.433181055799224,-1,-1,-1,-1
"Отними ружье у Антошки, я приказываю тебе.",1,-53.22784423828125,-4.4356536865234375,-23.136664048049877,-1,-1,-1,-1
Иван взял с собой плащ или куртку.,1,-38.09911346435547,-4.762389183044434,-20.52490655572854,-1,-1,-1,-1
Для настоящего альпиниста штурм этой вершины не представляет затруднений.,1,-47.22428512573242,-3.935357093811035,-20.527083812978983,-1,-1,-1,-1
Мощность C множества А превосходит мощность С множества В.,1,-54.09171295166016,-4.50764274597168,-23.51216376044841,-1,-1,-1,-1
Сразу по приезду в Коломну боярин Всеволожский был схвачен и закован в железо.,0,-64.02987170219421,-3.049041509628296,-19.811846458664736,-1,-1,-1,-1
Он берет уроки русского языка.,1,-30.931303024291992,-5.155217170715332,-19.046056478164743,-1,-1,-1,-1
Я прочел уже больше половины книги.,1,-27.19740653038025,-3.885343790054321,-15.620808070816706,-1,-1,-1,-1
"Как узнаешь, звони в 210 номер.",1,-50.52641916275024,-5.614046573638916,-25.652936869868345,-1,-1,-1,-1
Коля нигде не был.,1,-26.942072868347168,-4.490345478057861,-16.589674256088532,-1,-1,-1,-1
Доставляли мы в санбат?,1,-41.263458251953125,-5.157932281494141,-22.229615016630444,-1,-1,-1,-1
Она живет в маленьком городе близ Москвы.,0,-32.20298385620117,-4.0253729820251465,-17.348520066813197,-1,-1,-1,-1
Железная ограда ее окружает.,1,-35.02603530883789,-4.378254413604736,-18.86936561933746,-1,-1,-1,-1
Жене моей нездоровится.,1,-30.97007131576538,-4.424295902252197,-17.787634987280278,-1,-1,-1,-1
Меня включили заниматься этой проблемой.,0,-45.87099266052246,-7.64516544342041,-28.245221878808614,-1,-1,-1,-1
Мяч уходит на угловой.,1,-26.97530937194824,-3.3719136714935303,-14.532246391746124,-1,-1,-1,-1
"Нож резал плохо, у меня вся рука в мозолях.",1,-48.24334502220154,-3.2162230014801025,-18.413418181017185,-1,-1,-1,-1
Книга была охотно продана студенту букинистом.,1,-55.60946846008301,-4.634122371673584,-24.171889883269696,-1,-1,-1,-1
"Учреждённая лига группой экспертов, считающих себя независимыми, готовится предоставлять практически любые виды услуг.",0,-103.76858711242676,-4.716753959655762,-31.15271432058526,-1,-1,-1,-1
"Ведь если бежать с ускорением, прыгуну сообщится больше энергии, и он прыгнет более выше.",0,-83.21759176254272,-3.7826178073883057,-24.98303132735942,-1,-1,-1,-1
Молодое поколение художников стремится и выбирает для себя новые ценности и ориентиры в искусстве.,0,-54.81321597099304,-3.22430682182312,-19.38510417148177,-1,-1,-1,-1
"Рядом с тем местом, где стоял стул, лежал маленький коврик.",1,-34.58933115005493,-2.305955410003662,-13.201982963132869,-1,-1,-1,-1
"Она сидела так далеко от меня, что я не видел, когда она ушла.",1,-39.6791877746582,-2.4799492359161377,-14.564927868630274,-1,-1,-1,-1
"Он пробежал эту дистанцию за 10 секунд и, таким образом, взял преимущество над своими соперниками.",0,-67.55866360664368,-3.5557191371917725,-22.286047767552787,-1,-1,-1,-1
Ты не будешь больше сюда ходить.,1,-25.24571633338928,-3.6065309047698975,-14.499856411443025,-1,-1,-1,-1
Бóльшая часть продуктов хранилась в морозильной камере.,1,-37.43622946739197,-2.879709959030152,-15.545156436692103,-1,-1,-1,-1
Я часто вспоминаю Лёшины печальные карие глаза.,1,-50.7013783454895,-4.609216213226318,-23.133683002674115,-1,-1,-1,-1
Церковь стоит на холме.,1,-22.803210496902462,-3.257601499557495,-13.097005193221491,-1,-1,-1,-1
"Вообще-то вода в этой реке теплая, но сегодня она холодная.",1,-43.776469230651855,-3.1268906593322754,-17.40839973092119,-1,-1,-1,-1
"Когда ты вошел, я не обедал.",0,-31.243494987487797,-3.471499443054199,-15.862739093510818,-1,-1,-1,-1
А кому он теперь должен был докладывать кому?,1,-50.20173072814941,-5.020173072814941,-24.119410162294677,-1,-1,-1,-1
"Те, кто называют себя патриотами, должен хорошо знать родной язык.",0,-44.524824142456055,-3.180344581604004,-17.70599480138347,-1,-1,-1,-1
"Нет, ну скажи, могла ты думать вчера в это время, что будешь сидеть в тепле и пить горячий чай?",1,-74.82873916625977,-3.1178641319274902,-21.21636750741021,-1,-1,-1,-1
"Я видел желтое пятнышко, но не понял, что это оно.",0,-43.81846189498901,-2.921230792999268,-16.72453812127018,-1,-1,-1,-1
"Конечно, против такой системы ценностей решительно ополчились совдеповские образованцы, отвергавшие всякие традиции, а тем более столь возвышенные.",1,-117.56461429595949,-4.053952217102051,-29.350431470386876,-1,-1,-1,-1
Когда же выпадал этот снег?,0,-33.547770500183105,-4.792538642883301,-19.268134393689195,-1,-1,-1,-1
Афанасьевна и Софья стояли вблизи и слушали.,0,-56.91612720489502,-5.174193382263184,-25.969306702586955,-1,-1,-1,-1
Беженцы гибнут в горах.,1,-27.66639518737793,-3.458299398422241,-14.904550902111028,-1,-1,-1,-1
Вскоре он не понял свою ошибку.,0,-27.39875960350037,-3.914108514785767,-15.736455042750045,-1,-1,-1,-1
Гессен не был виновен ни в каких преступлениях.,1,-36.7654173374176,-3.342310667037964,-16.77507669218034,-1,-1,-1,-1
Иногда к ней приходят ее друзья.,1,-26.02193570137024,-3.717419385910034,-14.945677367001306,-1,-1,-1,-1
