sentence,level-1, lp, mean_lp, pen_lp, div_lp, sub_lp, slor, pen_slor
"Как я заметил еще из окна, каждый из них что-то нес.",1,-41.93062583822757,-2.795375055881838,-16.003992836643796,-0.4048614534229492,61.6372131934217,4.1091475462281135,23.52556153642912
"Придет он или нет, зависит от ряда обстоятельств.",1,-15.197772928280756,-1.2664810773567297,-6.606049362925188,-0.1825711147609285,68.04525786649636,5.670438155541363,29.577381797998683
Ценность сведений установилась на основе предпочтений.,0,-24.77660553669557,-2.252418685154143,-11.30490249125952,-0.2717123244039957,66.41029807926428,6.037299825387662,30.301242964442427
"Они приняли во внимание слухи, что Аня предаст Катю.",1,-23.64269643946318,-1.5761797626308789,-9.023894513664782,-0.2063534247010495,90.93110563682932,6.062073709121956,34.70639262229127
На повороте дороги показалась коляска.,1,-19.77975471597165,-1.977975471597165,-9.503178675005197,-0.2563163579414252,57.38954838598573,5.738954838598573,27.57279552862683
Он немедленно не ушел.,0,-25.05467987060547,-4.175779978434245,-15.427505510618944,-0.5877192660047522,17.575673292605074,2.9292788821008457,10.822281425060988
Пиво он любит темное.,1,-32.32981491088867,-4.61854498726981,-18.56860260274821,-0.5955069813676521,21.95974998495761,3.1371071407082303,12.612564341933489
Хорошо бы он не надел второпях мою шляпу.,1,-52.42140209674835,-3.7443858640534535,-20.846192902112143,-0.4594661097029594,61.67058638666407,4.40504188476172,24.5242761311513
"Занимаясь определённым делом, оно начинает хорошо получаться.",0,-26.97260675067082,-2.0748159038977554,-11.200203583797668,-0.2575644812781317,77.7491569677682,5.980704382136016,32.284843454590735
"Мировая общественность очень удивилась, когда в январе 2012 года обыкновенно улыбчивые и доброжелательные мальдивцы выходят на демонстрации против президента.",0,-39.08043304328021,-1.028432448507374,-8.085476203184633,-0.1248324178979769,273.9827415819191,7.210072146892607,56.68516862877506
Он спокойно принял возражения оппонента.,1,-17.673065345385112,-1.6066423041259192,-8.063747076060626,-0.1970303833940814,72.02409222465894,6.547644747696268,32.862667100032645
"Он лично поруководил боевыми действиями, в результате которых беспорядки были подавлены, а иудеи были рассеянны по всему миру.",0,-18.95644401928439,-0.5265678894245664,-4.0742792078178045,-0.0694911948237306,253.83270671223997,7.050908519784443,54.55587124725066
Сильный прибой и каменистый берег сделали пляж непригодным для купания.,1,-29.55680476251291,-1.642044709028495,-10.087794216276702,-0.1971398336544349,120.3713158745514,6.687295326363966,41.08296122810257
"Иван прилег, чтобы он отдохнул.",0,-33.538959458470345,-3.3538959458470345,-16.113785478352543,-0.4673042773481992,38.23217785872501,3.823217785872501,18.368641196175396
"Мы говорим врагу: сдавайся, или мы тебя уничтожим.",1,-12.48889545587008,-0.7805559659918799,-4.584263733084415,-0.0982119414111999,114.6738026480274,7.167112665501712,42.092990246558784
"С 23 по 33 год он выпустил множество книг, брошюр и статей.",1,-33.91021743652527,-1.8839009686958488,-11.573622320729552,-0.2445716836630579,104.74122793375228,5.818957107430681,35.74838220320515
"К счастью, выздоровление не должно быть сложным: как правило, пациенты быстро приходят в себя после таких операций.",0,-10.352898129669484,-0.3834406714692401,-2.713082239084724,-0.0529036842771619,185.34043157173156,6.86446042858265,48.57034492018281
"Опера Д. Д. Шостаковича «Леди Макбет Мценского уезда» — это два с половиной часа непрерывной музыки, почти нестерпимой в своём драматизме.",1,-62.85213063987612,-1.3663506660842637,-11.344487056822054,-0.1716494772962812,303.31345069415914,6.593770667264329,54.74652140713339
У этого животного есть острые зубы.,0,-12.91199509985745,-1.1738177363506772,-5.891398051089806,-0.1682429983686298,63.834111573577744,5.803101052143432,29.125797958347817
Он открыл шкаф и взял оттуда два больших полотенца.,1,-12.666805219996604,-0.8444536813331069,-4.834639501592446,-0.1065482039709307,106.21652408935952,7.081101605957301,40.54049889972183
Звуков с улицы не доносилось.,1,-13.501094764913432,-1.500121640545937,-6.85468587359877,-0.1919075808761518,56.85097107466592,6.316774563851769,28.863996224856024
"В одном только дедушка не последовал примеру большей части помещиков, живущих на покое: он завелся всем дворянским хозяйством, только не выбрал себе по сердцу хозяюшки.",1,-47.27868641770328,-0.9648711513816997,-8.152135584205007,-0.1261556376497829,327.4860668543802,6.683389119477147,56.46753370743549
"Кому ты хочешь, чтобы мы сообщили?",1,-30.56535540148616,-3.3961506001651287,-15.518438581483167,-0.4364958341188511,39.45903661404836,4.384337401560929,20.03387914638256
"Мы общаемся, и у нас вроде происходит какой-то благотворный взаимообмен энергиями, я это чувствую.",1,-18.91297523514368,-0.756519009405747,-5.218958583681824,-0.1004908568983402,169.2929553230627,6.771718212922508,46.71570238713157
Он живет в небольшом городке у Волги.,0,-12.629232474952005,-1.0524360395793335,-5.489576238511988,-0.147733011029696,72.85763594346385,6.07146966195532,31.66918875415792
Сильно этот поезд не опоздал.,1,-21.7337838136591,-2.4148648681843445,-11.03453190140569,-0.2938817572408936,52.22039428064164,5.802266031182405,26.512990629435627
"Он, я думаю, согласится.",1,-20.661672609043308,-2.582709076130413,-11.13093878109334,-0.3943204930265547,31.73649835705936,3.96706229463242,17.09721313578852
Здесь всегда холодно.,1,-33.51231002807617,-8.378077507019043,-24.228769475382776,-1.0786745737048975,-2.4442651839558174,-0.6110662959889543,-1.767157728880956
Иван выучился в колледже на слесаря и решил пойти на завод им.,0,-32.81898876873311,-1.727315198354374,-10.826228825977523,-0.2338999264208958,107.49310654025098,5.657531923171104,35.45950110835367
"Истребитель накренился, кончик крыла снёс макушку высокого дереву.",0,-75.68167906546296,-3.4400763211574072,-22.72064979235168,-0.4351741524688554,98.2295668945768,4.464980313389855,29.489826550169035
"Через минуту нам опять открылась панорама громадного северного порта, масса зданий, и дымов, и труб, и судов на Двине.",1,-75.30914274731185,-2.3534107108534954,-17.57143883336142,-0.3056560101306661,171.07614087631995,5.346129402384999,39.91618860066068
"В ту минуту он жалел, что остался дома.",1,-19.03697204287164,-1.73063382207924,-8.68606122637572,-0.2241739390174065,65.8835683478357,5.9894153043487,30.06091027463033
График проведения ремонтных работ в цехах завода был нарушен вопреки указания директора.,0,-32.94876110818586,-1.830486728232548,-11.24547542981372,-0.2156184233352026,119.86174830252148,6.6589860168067485,40.90904483736858
"Думаю, что и я потерял в тебе самое дорогое, что имел в жизни.",1,-26.397132973157568,-1.5527725278327982,-9.335543690483544,-0.2332818243748035,86.75841630249654,5.103436253088032,30.682763417251262
"Его осуждали на пять лет, но тут вышел указ.",1,-26.993923311587423,-2.076455639352879,-11.209055150284335,-0.2657662182666783,74.57625926331328,5.736635327947175,30.96731784169922
"Финансовый строй Веймарской республики, сложившийся в результате ноябрьской революции 1918 года, также не способствовал эффективному функционированию СФВ, несмотря на создание хорошо разработанной законодательной базы.",1,-44.39746128066327,-0.9866102506814058,-8.141475756747838,-0.1241258156768051,313.2836628157453,6.961859173683228,57.44903587337394
Они грелись у костров.,1,-34.096946716308594,-4.870992388044085,-19.583553301722617,-0.6073853875128888,22.040305541155448,3.148615077307921,12.658831359378649
Ты должен помогать любому своему родственнику.,1,-22.41182323056273,-2.241182323056273,-10.76775539692062,-0.2759147802348301,58.815515194323766,5.881551519432376,28.25790095884336
"Мне захотелось узнать, как разводить и ухаживать за первоцветами в домашних условиях.",0,-18.102055121722515,-0.8620026248439293,-5.6010597417074335,-0.1134267459513017,141.49041991493593,6.737639043568377,43.7793548574399
Она принимает у него заказ уже десять минут.,1,-44.11943054199219,-4.902158949110243,-22.400023298359173,-0.6117306301253616,28.002886650054947,3.111431850006105,14.217439021238512
Обидный промах привёл теннисиста к поражению в матче.,1,-28.385431133705424,-1.576968396316968,-9.688002147657354,-0.2003633363750091,113.28435560101912,6.293575311167729,38.66416807935887
"Это был клёст-сосновик, с перьями кирпичного и клюквенного цвета, с клювом, скрещенным, как два кривых костяных ножа.",1,-46.308254719828255,-1.0524603345415513,-8.630233571389795,-0.1402718594852754,283.823924961509,6.450543749125205,52.89481930135495
Отсутствие жены президента на вечере журналисты объясняют болезнью.,1,-29.89914300827877,-1.7587731181340454,-10.574055756192742,-0.2269274235179694,101.85726855610488,5.991604032712052,36.02258554994463
"Раз мы затронули тему коррупции, есть ли, на ваш взгляд, свет в конце тоннеля?",1,-20.311023755260976,-0.8462926564692074,-5.75883209104852,-0.1150361404846358,156.2510868101027,6.510461950420946,44.30223625483941
У меня есть седые волосы.,1,-28.57055881619453,-3.571319852024317,-15.391645543037818,-0.5050323377699668,28.00118259417019,3.5001478242712736,15.084908910883977
"Никогда не забуду выражения растерянности и вместе с тем готовности к сопротивлению, которое было написано у него на лице, когда он выскочил на поверхность воды.",1,-16.563220710653695,-0.394362397872707,-3.191446018486069,-0.0532993620463254,294.19510874660443,7.004645446347725,56.68630665915767
"Проснешься не торопясь, посердишься на что-нибудь, поворчишь.",1,-31.915897420607507,-1.3876477139394567,-9.30682688616737,-0.1897069653594592,136.3219812473309,5.927042662927431,39.75213554324407
Сегодня письмо получил Саша.,1,-39.515602111816406,-6.585933685302734,-24.331868237147063,-0.7804796112683305,11.114294609766064,1.8523824349610103,6.843665224394852
От кого вы получили эти сведения?,1,-21.199306547641758,-3.028472363948822,-12.175804279176978,-0.3634874663951037,37.1226674061961,5.303238200885157,21.32137349129976
Он перецеловал всех девушек.,1,-23.181045629811702,-2.575671736645745,-11.769326027313284,-0.3272281094982491,47.65958497908083,5.295509442120093,24.19740692041429
Жена не понимает причин обвально обрушившейся на неё нежности.,1,-37.3996159855742,-2.077756443643011,-12.764560745373643,-0.2690606419488403,101.60107811328784,5.644504339627103,34.67664304020538
"Доктор, убеждая меня начать приём лекарств, говорил, что я совершенно уверен в успешности лечения и что сомневаться не стоит.",0,-28.337352846487192,-0.9771500981547308,-7.07452270186693,-0.1348411361763094,181.81626681328137,6.2695264418372885,45.39108907269382
"Война была тяжёлым испытанием для всего народа, но все верили и надеялись на победу.",0,-7.904014847736107,-0.3293339519890044,-2.241043824365406,-0.0434483732814673,174.0133793095156,7.2505574712298175,49.33842060914673
"Брат ушел в театр, и я сижу дома.",1,-40.88156124204397,-3.406796770170331,-17.770078081364172,-0.4857784160937034,43.27524747495384,3.60627062291282,18.81054693746425
"Полшколы участвовали в организации благотворительной акции, приуроченной к Дню матери.",0,-44.01515616779216,-2.000688916717825,-13.213937127095845,-0.2615595154468534,124.2645414474745,5.648388247612477,37.30587326680589
"Я вижу, он не придет, и не видит в том потери.",1,-31.92731675505638,-1.995457297191024,-11.719470373667765,-0.3158488157539983,69.15685757955076,4.3223035987219225,25.385213225322133
В доме кто-то есть.,1,-21.7831079158932,-3.111872559413314,-12.511110114854704,-0.4829787502182195,23.31847865712093,3.331211236731562,13.392949037234144
"Если любой инженер может выполнить эту работу, то зачем приглашать какого-то знаменитого специалиста.",1,-30.122032307772315,-1.5061016153886158,-9.61730221042,-0.1953842071055515,124.04617173494044,6.202308586747021,39.60521353377466
"Те, кто мечтает стать инженером, исследователем, лётчиком, космонавтом, должен развивать свою зрительную память.",0,-21.488395962800496,-0.6931740633161451,-5.124871704219084,-0.0918440365403871,212.47775766276737,6.85412121492798,50.67485027299922
Эту книгу я уже покупал.,1,-12.36883172346279,-1.5461039654328488,-6.663386421448306,-0.1971473148193234,50.37020043022525,6.296275053778157,27.13563553101905
"Он входит в темный коридор, задевает за что-то железное, сваленное у стены, нашаривает и открывает дверь.",1,-50.85613238206133,-1.640520399421333,-12.128925503887588,-0.229958972892796,170.29693567312532,5.493449537842753,40.61494159253549
Я хочу посоветоваться с хорошим врачом.,1,-10.73718272637052,-1.073718272637052,-5.158677009906796,-0.1401932994803001,65.85123316920729,6.585123316920729,31.638210066937344
"Трон достался Глостеру, убийце своего брата.",1,-43.04652028344572,-3.311270791034286,-17.87479405329175,-0.3629732007258823,75.54769052154008,5.811360809349237,31.370698499726807
"Отряд партизанов был переодет в немецкое обмундирование, получил немецкое оружие.",0,-32.848171259392984,-1.564198631399666,-10.163739331945534,-0.1944669835258552,136.06570123364995,6.479319106364283,42.100861823829696
Он объясняет отсутствие на вечере своей жены.,1,-34.591892309486866,-3.4591892309486867,-16.619666828231615,-0.4660981149245772,39.62401031239872,3.962401031239872,19.037346783421725
"Опытные садоводы считают, что правильно выращенная живая изгородь намного долговечнее и надёжнее самых крепких заборов.",1,-28.49187050526598,-0.8379961913313523,-6.373680311370399,-0.105786425772623,240.84202840636084,7.083589070775319,53.876774932008
Дело приняло неприятный оборот.,1,-16.655769160483032,-2.081971145060379,-8.972862477562185,-0.2634253306734989,46.571898117752,5.821487264719,25.08939894058347
"Дети сотрудников, имеющих какие-либо заболевания, получают льготные путёвки в санаторий.",0,-12.437362726341236,-0.6218681363170617,-3.970976287976864,-0.0794254659625081,144.15426157979934,7.207713078989967,46.02528422941583
"В своих статьях этот журналист поставил вопросы, волнующих многих его современников.",0,-26.53247059075511,-1.5607335641620654,-9.383406852112971,-0.2034466014070924,103.88244126940512,6.110731839376772,36.73880304087497
Отсутствием на собрании он подтвердил плохое мнение о себе.,1,-29.572120622964576,-1.9714747081976385,-11.287024630641591,-0.260983488879262,83.73819164987594,5.582546109991729,31.961016381881137
"У меня сосед есть, — сказал Троекуров, — мелкопоместный грубиян; я хочу взять у него имение — как ты про это думаешь?",1,-56.06828755047172,-1.5574524319575478,-12.050670365836911,-0.2043828252681769,218.26145359535508,6.06281815542653,46.91059680533984
"Они касались подвала здания, который было принято решение превратить в эксплуатируемое помещение.",1,-7.012611133843166,-0.3187550515383257,-2.1052794238904102,-0.0395536612036484,170.28099255400747,7.740045116091249,51.1206258355756
Не существует каких-либо доказательств.,1,-24.90701107447967,-3.558144439211381,-14.305321324573866,-0.4532159776193821,30.049151780389863,4.292735968627123,17.25870560959503
Зимой сопротивляемость организма болезням ослабляется.,1,-7.041973371511631,-0.4694648914341087,-2.6877655446478395,-0.0551224970310277,120.70937591057542,8.047291727371695,46.07210001686566
Внешне он ничем не отличался от многочисленных остальных гостей-мужчин.,1,-25.18845359736588,-1.3257080840718884,-8.30909094546506,-0.1690523432421486,123.8095023865167,6.516289599290353,40.84190445696608
Консервация старинной постройки должна предотвратить её дальнейшее разрушение.,1,-8.669803624303313,-0.4128477916334911,-2.6825732063053023,-0.0509900565604482,161.35949638295088,7.68378554204528,49.92715871515544
Две молодые елки посажены по обоим ее концам.,1,-18.87669367354829,-1.2584462449032192,-7.204816629652196,-0.1593942127554967,99.55102931100105,6.63673528740007,37.996426910500965
"Те, кто добивается в спорте наибольших успехов,становится примером для подражания.",0,-25.265369525834103,-1.0527237302430876,-7.163549340041784,-0.150147203235426,143.00529407233364,5.958553919680568,40.54662564609875
"И в подтверждение того, что это — Красавка, лошадь медленно по вернулась в нашу сторону.",0,-44.764259554678574,-1.9462721545512425,-13.05347015227144,-0.271657966343139,120.01743323814588,5.218149271223735,34.99765210262767
Он принял таблетку аспирина.,1,-15.384216248989103,-1.9230270311236384,-8.287846415088854,-0.2316436168607889,51.029080424040174,6.378635053005022,27.49058999254852
Сегодня в овощном были не только яблоки.,1,-33.15162292914465,-3.013783902649514,-15.126198949485596,-0.4385229713443097,42.44674955181576,3.858795413801432,19.367316642447086
"Я считаю недопустимым жить так, как они живут.",1,-10.740001627942547,-0.895000135661879,-4.668380113777067,-0.1189675146433938,79.53675720101839,6.628063100084866,34.57241707166112
А зачем Вы завязали ногу?,1,-30.754827549681067,-3.844353443710133,-16.56836351809921,-0.4706027852240888,34.597160401338854,4.324645050167357,18.638320416441864
Он не отдал мне ключа.,1,-12.312202567933127,-1.539025320991641,-6.63287893663075,-0.2268994350133601,41.95061464537622,5.243826830672028,22.599802653079667
У него дача уже три года.,1,-22.17819210141897,-2.7722740126773715,-11.947924218302331,-0.3991852841905539,33.38044941110746,4.172556176388433,17.982849012804316
"Она стояла совсем рядом со мной, и я смог внимательно ее разглядеть.",1,-13.20453657163307,-0.8252835357270669,-4.8469521048854896,-0.1033463993289325,114.56514536576528,7.160321585360331,42.05310572353032
Спортсмен дрался как лев и тигр.,0,-34.68103802204132,-3.1528216383673926,-15.82403015433931,-0.3942655132042234,53.28262316705458,4.843874833368599,24.311435983026627
"Шеварднадзе проезжал по улицам Тбилиси стремительно, его автомобиль с четырех сторон облепляли (сам видел) машины охраны.",1,-55.84506230743136,-1.8014536228203664,-13.318759582388465,-0.2149795030179575,203.924178589765,6.578199309347259,48.634865741956666
Ты ехал в город?,0,-34.63775252364576,-5.77295875394096,-21.32831553601034,-0.712429231118245,13.981466074779185,2.330244345796531,8.609135939040643
"Но вот внешность новых денег с точки зрения их защищенности от подделок, мягко говоря, озадачивает.",1,-23.54556267222506,-0.9055985643163484,-6.329081943032967,-0.116464377664136,178.6240890656355,6.870157271755212,48.01441836128315
Мама идет с рынка.,1,-48.849151611328125,-9.769830322265625,-32.462205732564,-1.2694046093767652,-10.367211928352331,-2.0734423856704667,-6.889425003099148
Я видел вашу жену.,1,-25.493720903992653,-4.248953483998776,-15.69784654059615,-0.5421998425839051,21.5253279811931,3.5875546635321838,13.25429491666906
Ни Кати ни Лены не было дома.,1,-26.37114720453974,-2.6371147204539738,-12.67001170379752,-0.3569461243923985,47.5087618417604,4.7508761841760405,22.825573870537237
Ты хоть кому-то помоги.,1,-8.831630632281303,-1.103953829035163,-4.757811323664353,-0.1477689193074142,50.93486609568238,6.366858261960298,27.43983447332722
Я не воспринимаю ненависти.,0,-5.1766930755693465,-0.5751881195077052,-2.628276115006537,-0.0789333942698133,60.40636113687417,6.7118179040971295,30.669115176978917
Мне его няня передала.,1,-36.08417704701424,-5.154882435287748,-20.72491740766351,-0.6243693464151533,21.708822007460935,3.101260286780134,12.468444064446906
"Когда вы мне позвонили, я говорил с Иваном Сергеевичем.",1,-15.74815378774656,-0.98425961173416,-5.780630523115618,-0.1314551505204953,104.05052831327345,6.50315801957959,38.19353481180864
"Все разбежались, когда началась гроза.",1,-19.17251203814521,-1.742955639831383,-8.747904501394332,-0.2355998178486853,62.2049364387412,5.654994221703745,28.38244891429761
Его легко было огорчить.,1,-20.280929498374466,-2.897275642624923,-11.648335176296792,-0.3769896638989157,33.516114400984264,4.788016342997752,19.24995273915153
Советую вам обратиться к врачу.,1,-10.242454719729722,-1.2803068399662152,-5.517856110232451,-0.1754048630317621,48.1507650730136,6.0188456341267,25.93997245198526
Он и минуты не держал книги в руках.,1,-28.829963766169385,-2.6209057969244896,-13.154341450057954,-0.3768863109951356,47.66515671206281,4.333196064732983,21.748336270777955
"Я думаю, вы читали книгу Иванова на эту тему.",0,-15.55548469373025,-1.1965757456715578,-6.45931618789846,-0.1647805656468354,78.84572477334616,6.0650557517958585,32.74018626885566
"Даже неточное, строго говоря, упоминание про песню рекрутов дает нам представление о том, какие разговоры велись в семье Блоков.",1,-63.731647643842734,-1.9916139888700852,-14.870130072793826,-0.2548580653586913,186.33557135566508,5.822986604864534,43.476581662090325
"Автор Веверлея существовал в действительности, а не только в легендах.",1,-45.76905064162565,-2.692297096566215,-16.186567396214468,-0.3888969929850088,71.92034132389657,4.230608313170386,25.4351671200985
Но над святым островом поцарствовала ночь – а ночью обычные птицы не покидают своих укрытий.,0,-39.73148702099752,-1.4715365563332414,-10.412040224772785,-0.1853825735383155,174.59009813482447,6.466299930919425,45.753110717102494
"Когда узнаете, что такое метранпаж, позвоните в 210 номер.",1,-73.0914728823409,-4.060637382352272,-24.946260034737804,-0.5704900753602944,55.02902568405361,3.0571680935585337,18.781512124984573
"Принеси из сада мою кофту, я оставила ее в беседке.",1,-37.57785456301645,-2.0876585868342468,-12.8253939140834,-0.282730771024188,95.3325266696001,5.29625148164445,32.537174396481454
Откуда я возьму такие деньги?,1,-23.42333223996684,-2.342333223996684,-11.253734671475671,-0.2990830985468336,54.89380555141847,5.489380555141847,26.373716448813703
Быть убитым своим же пациентом... какая ужасная трагедия!,1,-31.52727150451392,-2.2519479646081373,-12.537314096395134,-0.2613343569395127,89.11232549960704,6.3651661071147885,35.43691418043631
"Вся бытовая техника, как правило, выходит из строя на другой день после окончания гарантийного срока.",1,-11.936752330475429,-0.5189892317598013,-3.4808135287168467,-0.070933670999678,156.34372945270502,6.797553454465436,45.59057217092709
За обозом чинно следовали женщины.,1,-56.17997170984745,-5.617997170984745,-26.991654688433336,-0.6947602694555851,24.682412309132417,2.4682412309132418,11.858659405641196
"Когда у меня возникали некоторые сомнения, он всегда говорил очень убедительно.",1,-18.157253514948025,-1.2104835676632015,-6.930222227244412,-0.1522697228314898,101.08676412237212,6.739117608158141,38.582582934381726
"Я получил его донесение, но еще не прочел.",1,-37.36124792182818,-3.113437326819015,-16.239895752936704,-0.4225475568770331,51.05778873751947,4.254815728126623,22.193401253825368
Солдаты грелись вблизи костров.,0,-34.076747903600335,-3.097886173054576,-15.54830873417587,-0.3922512152706165,52.79805726453809,4.79982338768528,24.09034152073538
"Иван знает, что приехала Маша.",1,-33.5336685674265,-3.7259631741585,-17.025490763641447,-0.5277421891510367,30.00809340800156,3.3342326008890617,15.235509235297153
Правильная и своевременная корневая подкормка растений является гарантией высокого урожая.,1,-5.107452352560358,-0.2128105146900149,-1.4481279164378549,-0.0278818066078603,178.0748078357188,7.419783659821618,50.48996694250872
Эти препараты сейчас появились.,1,-34.088571606203914,-5.681428601033986,-20.990155492700392,-0.7413367465026836,11.894002125665608,1.9823336876109348,7.323772815485001
Я решил дать вам дело №126 на доследование.,1,-45.90120702981949,-3.8251005858182903,-19.95197854894773,-0.4713262300576199,51.48613129889614,4.290510941574678,22.379589856461383
"Упреки этого рода, будь они иначе поставлены, были бы для меня самыми драгоценными упреками.",1,-35.595146614461555,-1.5476150701939806,-10.37971338116409,-0.2046126036037475,138.36846064892612,6.016020028214179,40.34889863173726
"Вот честное слово, жалко, что каждый раз ему выступать первый перед, если можно так выразиться, неразогретым залом.",0,-51.97989262844203,-1.7326630876147344,-12.679494594921024,-0.2315776092300894,172.48003163304463,5.749334387768155,42.07318480735664
"Нельзя ни к кому не обращаться, когда ты нуждаешься в помощи.",1,-14.328888019048463,-1.0234920013606046,-5.698107104547973,-0.1330928634742136,93.33194100672902,6.666567214766359,37.11491048186803
В Белоруссии либеральных газет не осталось.,1,-13.185756624210626,-1.4650840693567362,-6.694584493961036,-0.1715927948567359,63.65754344103691,7.0730603823374345,32.31978379318291
Отопление два дня было выключено.,0,-14.471614994108675,-1.4471614994108677,-6.952884147438391,-0.1832176107056869,64.51432384861138,6.451432384861138,30.99589228654324
По окончанию института наши выпускники могут рассчитывать на трудоустройство в профильных компаниях.,0,-17.81896211464482,-0.9378401112970958,-5.878065368009084,-0.1163132922076878,135.37902391456552,7.125211784977132,44.65842325199551
После этого он утратил какой бы то ни было интерес к происходящему.,1,-5.5826341133069945,-0.328390241959235,-1.9743403469519736,-0.0411893116214355,129.95335552925135,7.644315031132432,45.9589770412536
Около флакона духов стояла пудреница.,1,-38.15516278985888,-3.468651162714444,-17.40918037536047,-0.3991276870060465,57.44121910003203,5.221929009093821,26.208892091500815
"Кому ты хочешь, чтобы я достал книгу?",1,-44.93552790675312,-4.493552790675312,-21.58926420906226,-0.5389131236468415,38.4462379754229,3.8446237975422894,18.47148633077809
Дружное нападение нашего войска решило исход дела.,1,-50.076808974143205,-4.552437179467564,-22.848708701749807,-0.5133331939254542,47.47544279279653,4.315949344799685,21.661774883046142
Его внимание остановилось на небольшой картине в углу.,1,-38.36325455736369,-3.4875685961239715,-17.504127083754064,-0.4545148909784889,46.0415808370818,4.185598257916527,21.00754201925557
"Надо тебе заметить, что в доме у нее порядок.",1,-38.35721962153912,-3.487019965594465,-17.501373503933102,-0.4685521165357677,43.50607427441547,3.955097661310497,19.85065818323377
Он дошел от Казани.,0,-31.424434661865234,-4.489204951695034,-18.048598201398203,-0.6555025611497268,16.515019009754226,2.3592884299648893,9.48538758462472
Это пальто они покупали вместе.,1,-14.99324044957757,-1.6659156055086188,-7.612268138157018,-0.2249989352638154,51.64369910748174,5.738188789720193,26.22019479875196
"Не думаю, чтобы он что-либо изменил.",1,-11.956390333245508,-1.0869445757495917,-5.4553811523773925,-0.1617210943022453,61.97577284455156,5.634161167686505,28.27788769492381
У нас фамилии и имена начинались с одной буквы.,1,-15.765453183586942,-1.2127271679682263,-6.546504269284736,-0.1621110344498181,81.485503465309,6.268115651177615,33.83633759896095
Ты не должен ей потакать.,1,-16.043579269200563,-2.0054474086500704,-8.643061094527646,-0.2661198571393801,44.24346372585768,5.53043296573221,23.835015466293772
