sentence,level-1, lp, mean_lp, pen_lp, div_lp, sub_lp, slor, pen_slor
Откуда я возьму такие деньги?,1,-29.828629970550537,-4.261232852935791,-17.13204908949333,-1,-1,-1,-1
Быть убитым своим же пациентом... какая ужасная трагедия!,1,-59.19893646240234,-4.553764343261719,-24.581982247849258,-1,-1,-1,-1
"Вся бытовая техника, как правило, выходит из строя на другой день после окончания гарантийного срока.",1,-45.72201728820801,-2.2861008644104004,-14.59803420426197,-1,-1,-1,-1
За обозом чинно следовали женщины.,1,-43.28982162475586,-5.411227703094482,-23.3212655851834,-1,-1,-1,-1
"Когда у меня возникали некоторые сомнения, он всегда говорил очень убедительно.",1,-49.906922340393066,-3.838994026184082,-20.723532420138834,-1,-1,-1,-1
"Я получил его донесение, но еще не прочел.",1,-39.6476674079895,-3.6043334007263184,-18.090170317696675,-1,-1,-1,-1
Солдаты грелись вблизи костров.,0,-42.599853515625,-5.324981689453125,-22.9495632100194,-1,-1,-1,-1
"Иван знает, что приехала Маша.",1,-36.09966468811035,-5.157094955444336,-20.733812721588457,-1,-1,-1,-1
Правильная и своевременная корневая подкормка растений является гарантией высокого урожая.,1,-49.4039306640625,-3.0877456665039062,-18.134561892631385,-1,-1,-1,-1
Эти препараты сейчас появились.,1,-34.00874853134155,-6.801749706268311,-22.600167149585168,-1,-1,-1,-1
Я решил дать вам дело №126 на доследование.,1,-64.6243724822998,-4.971105575561523,-26.834860084812835,-1,-1,-1,-1
"Упреки этого рода, будь они иначе поставлены, были бы для меня самыми драгоценными упреками.",1,-74.97566628456116,-3.570269823074341,-23.198646960820152,-1,-1,-1,-1
"Вот честное слово, жалко, что каждый раз ему выступать первый перед, если можно так выразиться, неразогретым залом.",0,-108.92566967010498,-4.189448833465576,-29.27938052018048,-1,-1,-1,-1
"Нельзя ни к кому не обращаться, когда ты нуждаешься в помощи.",1,-48.75409841537476,-3.2502732276916504,-18.60836145892513,-1,-1,-1,-1
В Белоруссии либеральных газет не осталось.,1,-42.77142333984375,-5.346427917480469,-23.041991990892928,-1,-1,-1,-1
Отопление два дня было выключено.,0,-35.024555683135986,-3.8916172981262207,-17.78243403595613,-1,-1,-1,-1
По окончанию института наши выпускники могут рассчитывать на трудоустройство в профильных компаниях.,0,-59.07964324951172,-3.4752731323242188,-20.89395811790782,-1,-1,-1,-1
После этого он утратил какой бы то ни было интерес к происходящему.,1,-36.63606548309326,-2.6168618202209477,-14.568906165948343,-1,-1,-1,-1
Около флакона духов стояла пудреница.,1,-44.55556869506836,-4.455556869506836,-21.406712891833905,-1,-1,-1,-1
"Кому ты хочешь, чтобы я достал книгу?",1,-41.94026947021485,-4.194026947021484,-20.150192971376203,-1,-1,-1,-1
Дружное нападение нашего войска решило исход дела.,1,-54.27587032318115,-5.427587032318115,-26.07682960831221,-1,-1,-1,-1
Его внимание остановилось на небольшой картине в углу.,1,-37.12785816192627,-4.125317573547363,-18.850308755770488,-1,-1,-1,-1
"Надо тебе заметить, что в доме у нее порядок.",1,-44.13889837265015,-4.012627124786377,-20.139398895276297,-1,-1,-1,-1
Он дошел от Казани.,0,-39.52361822128296,-7.904723644256592,-26.265017583172707,-1,-1,-1,-1
Это пальто они покупали вместе.,1,-35.076839447021484,-5.846139907836914,-21.598684822906204,-1,-1,-1,-1
"Не думаю, чтобы он что-либо изменил.",1,-31.711714267730716,-3.1711714267730717,-15.235885940163572,-1,-1,-1,-1
У нас фамилии и имена начинались с одной буквы.,1,-41.81407761573792,-3.801279783248901,-19.078645357927368,-1,-1,-1,-1
Ты не должен ей потакать.,1,-29.760499954223636,-3.720062494277954,-16.032695384990557,-1,-1,-1,-1
Люди не любят правду.,1,-20.96606731414795,-4.19321346282959,-13.932786304457004,-1,-1,-1,-1
Этот выстрел решил мою судьбу –– я стал стрелком.,1,-56.162309646606445,-4.680192470550537,-24.412194576942014,-1,-1,-1,-1
Приносить спиртные напитки и распивать их запрещается.,1,-41.6228346824646,-3.783894062042236,-18.991386321995456,-1,-1,-1,-1
Осмотр дома он начал почему-то со двора.,1,-47.33226299285889,-3.9443552494049072,-20.57401878981453,-1,-1,-1,-1
"Линолеум можно оставить у нас, а насчет краски что-нибудь придумаем.",1,-63.089298248291016,-3.5049610137939453,-21.53249862736369,-1,-1,-1,-1
Что-то треснуло в овраге –– это медведь.,1,-62.00755739212036,-4.769812107086182,-25.748244244449737,-1,-1,-1,-1
"Это наш корреспондент, который сейчас находится в городе, который подвергся бомбардировке.",0,-53.57966065406799,-3.571977376937866,-20.450171876894554,-1,-1,-1,-1
"Деньги, которые он тебе дал, его собственные.",1,-42.50856423377991,-3.864414930343628,-19.395521028681436,-1,-1,-1,-1
За каменной высокой стеной находятся бывшие архиерейские палаты.,1,-51.335665702819824,-4.666878700256348,-23.4230913607092,-1,-1,-1,-1
"Получив данные, будет выбран самый благоприятный момент для нанесения удара.",0,-55.25139141082764,-3.94652795791626,-21.97158254818329,-1,-1,-1,-1
Он принял чужое имя.,1,-29.986045360565186,-5.997209072113037,-19.92692076508712,-1,-1,-1,-1
"Может быть, нам открыть окно, чтобы как следует проветрить комнату?",1,-45.090179443359375,-3.006011962890625,-17.20992459303131,-1,-1,-1,-1
Она приняла ребенка к себе на руки.,1,-34.815826416015625,-4.351978302001953,-18.756121045119304,-1,-1,-1,-1
"Отними ружье у Антошки, я приказываю тебе.",1,-51.34127426147461,-4.278439521789551,-22.31662452961451,-1,-1,-1,-1
Иван взял с собой плащ или куртку.,1,-40.65108489990234,-5.081385612487793,-21.899714798878144,-1,-1,-1,-1
Для настоящего альпиниста штурм этой вершины не представляет затруднений.,1,-48.58890724182129,-4.049075603485107,-21.120247107572453,-1,-1,-1,-1
Мощность C множества А превосходит мощность С множества В.,1,-60.79439735412598,-5.066199779510498,-26.425634321941192,-1,-1,-1,-1
Сразу по приезду в Коломну боярин Всеволожский был схвачен и закован в железо.,0,-68.75074410438538,-3.273844957351685,-21.2725584153928,-1,-1,-1,-1
Он берет уроки русского языка.,1,-32.63037872314453,-5.438396453857422,-20.09226819758724,-1,-1,-1,-1
Я прочел уже больше половины книги.,1,-30.85852670669556,-4.408360958099365,-17.72356943280663,-1,-1,-1,-1
"Как узнаешь, звони в 210 номер.",1,-47.17989778518677,-5.242210865020752,-23.95386333458028,-1,-1,-1,-1
Коля нигде не был.,1,-31.51844787597656,-5.253074645996094,-19.40759294487181,-1,-1,-1,-1
Доставляли мы в санбат?,1,-48.16677474975586,-6.020846843719482,-25.948597248975084,-1,-1,-1,-1
Она живет в маленьком городе близ Москвы.,0,-36.25967788696289,-4.532459735870361,-19.53395847562197,-1,-1,-1,-1
Железная ограда ее окружает.,1,-44.78984451293945,-5.598730564117432,-24.12936390590224,-1,-1,-1,-1
Жене моей нездоровится.,1,-30.21074151992798,-4.315820217132568,-17.351514543590948,-1,-1,-1,-1
Меня включили заниматься этой проблемой.,0,-40.66072654724121,-6.776787757873535,-25.036982556272218,-1,-1,-1,-1
Мяч уходит на угловой.,1,-34.51341247558594,-4.314176559448242,-18.59320339942983,-1,-1,-1,-1
"Нож резал плохо, у меня вся рука в мозолях.",1,-52.5905442237854,-3.5060362815856934,-20.07264800386861,-1,-1,-1,-1
Книга была охотно продана студенту букинистом.,1,-65.0024471282959,-5.416870594024658,-28.2547565664303,-1,-1,-1,-1
"Учреждённая лига группой экспертов, считающих себя независимыми, готовится предоставлять практически любые виды услуг.",0,-113.23314666748048,-5.146961212158203,-33.99410137415771,-1,-1,-1,-1
"Ведь если бежать с ускорением, прыгуну сообщится больше энергии, и он прыгнет более выше.",0,-108.71095848083496,-4.941407203674316,-32.636480145973685,-1,-1,-1,-1
Молодое поколение художников стремится и выбирает для себя новые ценности и ориентиры в искусстве.,0,-66.3717052936554,-3.904217958450317,-23.472850449739607,-1,-1,-1,-1
"Рядом с тем местом, где стоял стул, лежал маленький коврик.",1,-47.42083668708801,-3.161389112472534,-18.09948493437254,-1,-1,-1,-1
"Она сидела так далеко от меня, что я не видел, когда она ушла.",1,-45.93448638916016,-2.8709053993225098,-16.861042739589188,-1,-1,-1,-1
"Он пробежал эту дистанцию за 10 секунд и, таким образом, взял преимущество над своими соперниками.",0,-66.90047955513,-3.521077871322632,-22.068928001873577,-1,-1,-1,-1
Ты не будешь больше сюда ходить.,1,-28.57064390182495,-4.0815205574035645,-16.409525825616196,-1,-1,-1,-1
Бóльшая часть продуктов хранилась в морозильной камере.,1,-36.302292585372925,-2.7924840450286865,-15.074296350858011,-1,-1,-1,-1
Я часто вспоминаю Лёшины печальные карие глаза.,1,-52.65394926071167,-4.786722660064697,-24.024588892553325,-1,-1,-1,-1
Церковь стоит на холме.,1,-30.54884672164917,-4.364120960235596,-17.545704988107484,-1,-1,-1,-1
"Вообще-то вода в этой реке теплая, но сегодня она холодная.",1,-45.132164478302,-3.2237260341644287,-17.947513213556263,-1,-1,-1,-1
"Когда ты вошел, я не обедал.",0,-37.3797025680542,-4.153300285339356,-18.978173519561075,-1,-1,-1,-1
А кому он теперь должен был докладывать кому?,1,-49.00618553161621,-4.900618553161621,-23.54501074330061,-1,-1,-1,-1
"Те, кто называют себя патриотами, должен хорошо знать родной язык.",0,-48.54621124267578,-3.4675865173339844,-19.30516246711147,-1,-1,-1,-1
"Нет, ну скажи, могла ты думать вчера в это время, что будешь сидеть в тепле и пить горячий чай?",1,-80.39727401733398,-3.349886417388916,-22.79522722353762,-1,-1,-1,-1
"Я видел желтое пятнышко, но не понял, что это оно.",0,-46.79617524147034,-3.1197450160980225,-17.861065471244025,-1,-1,-1,-1
"Конечно, против такой системы ценностей решительно ополчились совдеповские образованцы, отвергавшие всякие традиции, а тем более столь возвышенные.",1,-116.2178921699524,-4.007513523101807,-29.014217417325643,-1,-1,-1,-1
Когда же выпадал этот снег?,0,-36.94307518005371,-5.277582168579102,-21.218224843929747,-1,-1,-1,-1
Афанасьевна и Софья стояли вблизи и слушали.,0,-56.33710861206055,-5.121555328369141,-25.7051160037067,-1,-1,-1,-1
Беженцы гибнут в горах.,1,-33.422889709472656,-4.177861213684082,-18.005712619826504,-1,-1,-1,-1
Вскоре он не понял свою ошибку.,0,-32.95375156402588,-4.70767879486084,-18.92696010628875,-1,-1,-1,-1
Гессен не был виновен ни в каких преступлениях.,1,-38.262187480926514,-3.4783806800842285,-17.458012879671234,-1,-1,-1,-1
Иногда к ней приходят ее друзья.,1,-28.065699100494385,-4.009385585784912,-16.11951119428983,-1,-1,-1,-1
Я положил ружье рядом с собой.,1,-27.386674880981445,-3.912382125854492,-15.729514192311004,-1,-1,-1,-1
