От кого вы получили эти сведения?	1	Expert	0	Seliverstova
Он перецеловал всех девушек.	1	Expert	0	Testelets
Жена не понимает причин обвально обрушившейся на неё нежности.	1	Expert	0	Paducheva2013
Доктор, убеждая меня начать приём лекарств, говорил, что я совершенно уверен в успешности лечения и что сомневаться не стоит.	0	Expert	Syntax	USE8
Война была тяжёлым испытанием для всего народа, но все верили и надеялись на победу.	0	Expert	Syntax	USE8
Брат ушел в театр, и я сижу дома.	1	Expert	0	Seliverstova
Полшколы участвовали в организации благотворительной акции, приуроченной к Дню матери.	0	Expert	Syntax	USE8
Я вижу, он не придет, и не видит в том потери.	1	Expert	0	Paducheva2004
В доме кто-то есть.	1	Expert	0	Seliverstova
Если любой инженер может выполнить эту работу, то зачем приглашать какого-то знаменитого специалиста.	1	Expert	0	Seliverstova
Те, кто мечтает стать инженером, исследователем, лётчиком, космонавтом, должен развивать свою зрительную память.	0	Expert	Syntax	USE8
Эту книгу я уже покупал.	1	Expert	0	Paducheva1996
Он входит в темный коридор, задевает за что-то железное, сваленное у стены, нашаривает и открывает дверь.	1	Expert	0	Seliverstova
Я хочу посоветоваться с хорошим врачом.	1	Expert	0	Seliverstova
Трон достался Глостеру, убийце своего брата.	1	Expert	0	Testelets
Отряд партизанов был переодет в немецкое обмундирование, получил немецкое оружие.	0	Expert	Morphology	USE7
Он объясняет отсутствие на вечере своей жены.	1	Expert	0	Paducheva2004
Опытные садоводы считают, что правильно выращенная живая изгородь намного долговечнее и надёжнее самых крепких заборов.	1	Expert	0	USE5
Дело приняло неприятный оборот.	1	Expert	0	Seliverstova
Дети сотрудников, имеющих какие-либо заболевания, получают льготные путёвки в санаторий.	0	Expert	Syntax	USE8
В своих статьях этот журналист поставил вопросы, волнующих многих его современников.	0	Expert	Syntax	USE8
Отсутствием на собрании он подтвердил плохое мнение о себе.	1	Expert	0	Paducheva2004
У меня сосед есть, — сказал Троекуров, — мелкопоместный грубиян; я хочу взять у него имение — как ты про это думаешь?	1	Expert	0	Seliverstova
Они касались подвала здания, который было принято решение превратить в эксплуатируемое помещение.	1	Expert	0	Lutikova
Не существует каких-либо доказательств.	1	Expert	0	Paducheva2013
Зимой сопротивляемость организма болезням ослабляется.	1	Expert	0	USE5
Внешне он ничем не отличался от многочисленных остальных гостей-мужчин.	1	Expert	0	Paducheva2004
Консервация старинной постройки должна предотвратить её дальнейшее разрушение.	1	Expert	0	USE5
Две молодые елки посажены по обоим ее концам.	1	Expert	0	Testelets
Те, кто добивается в спорте наибольших успехов,становится примером для подражания.	0	Expert	Syntax	USE8
И в подтверждение того, что это — Красавка, лошадь медленно по вернулась в нашу сторону.	0	Expert	Semantics	Seliverstova
Он принял таблетку аспирина.	1	Expert	0	Paducheva1996
Сегодня в овощном были не только яблоки.	1	Expert	0	Paducheva2013
Я считаю недопустимым жить так, как они живут.	1	Expert	0	Seliverstova
А зачем Вы завязали ногу?	1	Expert	0	Paducheva2013
Он не отдал мне ключа.	1	Expert	0	Paducheva2013
У него дача уже три года.	1	Expert	0	Seliverstova
Она стояла совсем рядом со мной, и я смог внимательно ее разглядеть.	1	Expert	0	Seliverstova
Спортсмен дрался как лев и тигр.	0	Expert	Syntax	Rusgram
Шеварднадзе проезжал по улицам Тбилиси стремительно, его автомобиль с четырех сторон облепляли (сам видел) машины охраны.	1	Expert	0	Paducheva2013
Ты ехал в город?	0	Expert	Semantics	Paducheva1996
Но вот внешность новых денег с точки зрения их защищенности от подделок, мягко говоря, озадачивает.	1	Expert	0	Paducheva2013
Мама идет с рынка.	1	Expert	0	Paducheva2004
Я видел вашу жену.	1	Expert	0	Paducheva2004
Ни Кати ни Лены не было дома.	1	Expert	0	Paducheva2013
Ты хоть кому-то помоги.	1	Expert	0	Seliverstova
Я не воспринимаю ненависти.	0	Expert	Semantics	Seliverstova
Мне его няня передала.	1	Expert	0	Paducheva1996
Когда вы мне позвонили, я говорил с Иваном Сергеевичем.	1	Expert	0	Seliverstova
Все разбежались, когда началась гроза.	1	Expert	0	Rusgram
Его легко было огорчить.	1	Expert	0	Paducheva2013
Советую вам обратиться к врачу.	1	Expert	0	Paducheva1996
Он и минуты не держал книги в руках.	1	Expert	0	Paducheva2013
Я думаю, вы читали книгу Иванова на эту тему.	0	Expert	Semantics	Seliverstova
Даже неточное, строго говоря, упоминание про песню рекрутов дает нам представление о том, какие разговоры велись в семье Блоков.	1	Expert	0	Seliverstova
Автор Веверлея существовал в действительности, а не только в легендах.	1	Expert	0	Seliverstova
Но над святым островом поцарствовала ночь – а ночью обычные птицы не покидают своих укрытий.	0	Expert	Semantics	Paducheva1996
Когда узнаете, что такое метранпаж, позвоните в 210 номер.	1	Expert	0	Paducheva1996
Принеси из сада мою кофту, я оставила ее в беседке.	1	Expert	0	Seliverstova
Откуда я возьму такие деньги?	1	Expert	0	Paducheva2013
Быть убитым своим же пациентом... какая ужасная трагедия!	1	Expert	0	Lutikova
Вся бытовая техника, как правило, выходит из строя на другой день после окончания гарантийного срока.	1	Expert	0	USE5
За обозом чинно следовали женщины.	1	Expert	0	Paducheva2004
Когда у меня возникали некоторые сомнения, он всегда говорил очень убедительно.	1	Expert	0	Testelets
Я получил его донесение, но еще не прочел.	1	Expert	0	Seliverstova
Солдаты грелись вблизи костров.	0	Expert	Semantics	Seliverstova
Иван знает, что приехала Маша.	1	Expert	0	Paducheva2013
Правильная и своевременная корневая подкормка растений является гарантией высокого урожая.	1	Expert	0	USE5
Эти препараты сейчас появились.	1	Expert	0	Paducheva2004
Я решил дать вам дело №126 на доследование.	1	Expert	0	Seliverstova
Упреки этого рода, будь они иначе поставлены, были бы для меня самыми драгоценными упреками.	1	Expert	0	Testelets
Вот честное слово, жалко, что каждый раз ему выступать первый перед, если можно так выразиться, неразогретым залом.	0	Expert	Syntax	Lutikova
Нельзя ни к кому не обращаться, когда ты нуждаешься в помощи.	1	Expert	0	Seliverstova
В Белоруссии либеральных газет не осталось.	1	Expert	0	Paducheva2013
Отопление два дня было выключено.	0	Expert	Semantics	Paducheva2004
По окончанию института наши выпускники могут рассчитывать на трудоустройство в профильных компаниях.	0	Expert	Syntax	USE8
После этого он утратил какой бы то ни было интерес к происходящему.	1	Expert	0	Paducheva2013
Около флакона духов стояла пудреница.	1	Expert	0	Seliverstova
Кому ты хочешь, чтобы я достал книгу?	1	Expert	0	Testelets
Дружное нападение нашего войска решило исход дела.	1	Expert	0	Paducheva2004
Его внимание остановилось на небольшой картине в углу.	1	Expert	0	Paducheva2004
Надо тебе заметить, что в доме у нее порядок.	1	Expert	0	Paducheva2004
Он дошел от Казани.	0	Expert	Semantics	Paducheva2004
Это пальто они покупали вместе.	1	Expert	0	Paducheva1996
Не думаю, чтобы он что-либо изменил.	1	Expert	0	Paducheva2013
У нас фамилии и имена начинались с одной буквы.	1	Expert	0	Paducheva2004
Ты не должен ей потакать.	1	Expert	0	Paducheva2013
Люди не любят правду.	1	Expert	0	Seliverstova
Этот выстрел решил мою судьбу –– я стал стрелком.	1	Expert	0	Paducheva2004
Приносить спиртные напитки и распивать их запрещается.	1	Expert	0	Testelets
Осмотр дома он начал почему-то со двора.	1	Expert	0	Paducheva2004
Линолеум можно оставить у нас, а насчет краски что-нибудь придумаем.	1	Expert	0	Testelets
Что-то треснуло в овраге –– это медведь.	1	Expert	0	Paducheva2004
Это наш корреспондент, который сейчас находится в городе, который подвергся бомбардировке.	0	Expert	Syntax	USE8
Деньги, которые он тебе дал, его собственные.	1	Expert	0	Paducheva2004
За каменной высокой стеной находятся бывшие архиерейские палаты.	1	Expert	0	USE5
Получив данные, будет выбран самый благоприятный момент для нанесения удара.	0	Expert	Syntax	Testelets
Он принял чужое имя.	1	Expert	0	Seliverstova
Может быть, нам открыть окно, чтобы как следует проветрить комнату?	1	Expert	0	Testelets
Она приняла ребенка к себе на руки.	1	Expert	0	Seliverstova
Отними ружье у Антошки, я приказываю тебе.	1	Expert	0	Paducheva1996
Иван взял с собой плащ или куртку.	1	Expert	0	Paducheva2013
Для настоящего альпиниста штурм этой вершины не представляет затруднений.	1	Expert	0	USE5
Мощность C множества А превосходит мощность С множества В.	1	Expert	0	Testelets
Сразу по приезду в Коломну боярин Всеволожский был схвачен и закован в железо.	0	Expert	Syntax	USE8
Он берет уроки русского языка.	1	Expert	0	Seliverstova
Я прочел уже больше половины книги.	1	Expert	0	Paducheva1996
Как узнаешь, звони в 210 номер.	1	Expert	0	Paducheva1996
Коля нигде не был.	1	Expert	0	Paducheva2013
Доставляли мы в санбат?	1	Expert	0	Paducheva1996
Она живет в маленьком городе близ Москвы.	0	Expert	Semantics	Seliverstova
Железная ограда ее окружает.	1	Expert	0	Testelets
Жене моей нездоровится.	1	Expert	0	Rusgram
Меня включили заниматься этой проблемой.	0	Expert	Syntax	Testelets
Мяч уходит на угловой.	1	Expert	0	Paducheva1996
Нож резал плохо, у меня вся рука в мозолях.	1	Expert	0	Paducheva2004
Книга была охотно продана студенту букинистом.	1	Expert	0	Testelets
Учреждённая лига группой экспертов, считающих себя независимыми, готовится предоставлять практически любые виды услуг.	0	Expert	Syntax	USE8
Ведь если бежать с ускорением, прыгуну сообщится больше энергии, и он прыгнет более выше.	0	Expert	Morphology	USE7
Молодое поколение художников стремится и выбирает для себя новые ценности и ориентиры в искусстве.	0	Expert	Syntax	USE8
Рядом с тем местом, где стоял стул, лежал маленький коврик.	1	Expert	0	Seliverstova
Она сидела так далеко от меня, что я не видел, когда она ушла.	1	Expert	0	Seliverstova
Он пробежал эту дистанцию за 10 секунд и, таким образом, взял преимущество над своими соперниками.	0	Expert	Semantics	Seliverstova
Ты не будешь больше сюда ходить.	1	Expert	0	Rusgram
Бóльшая часть продуктов хранилась в морозильной камере.	1	Expert	0	USE5
Я часто вспоминаю Лёшины печальные карие глаза.	1	Expert	0	USE5
Церковь стоит на холме.	1	Expert	0	Paducheva1996
Вообще-то вода в этой реке теплая, но сегодня она холодная.	1	Expert	0	Seliverstova
Когда ты вошел, я не обедал.	0	Expert	Semantics	Paducheva2013
А кому он теперь должен был докладывать кому?	1	Expert	0	Lutikova
Те, кто называют себя патриотами, должен хорошо знать родной язык.	0	Expert	Syntax	USE8
Нет, ну скажи, могла ты думать вчера в это время, что будешь сидеть в тепле и пить горячий чай?	1	Expert	0	Paducheva2004
Я видел желтое пятнышко, но не понял, что это оно.	0	Expert	Semantics	Paducheva2004
Конечно, против такой системы ценностей решительно ополчились совдеповские образованцы, отвергавшие всякие традиции, а тем более столь возвышенные.	1	Expert	0	Paducheva2013
Когда же выпадал этот снег?	0	Expert	Semantics	Paducheva1996
Афанасьевна и Софья стояли вблизи и слушали.	0	Expert	Semantics	Seliverstova
Беженцы гибнут в горах.	1	Expert	0	Testelets
Вскоре он не понял свою ошибку.	0	Expert	Semantics	Paducheva2013
Гессен не был виновен ни в каких преступлениях.	1	Expert	0	Paducheva2013
Иногда к ней приходят ее друзья.	1	Expert	0	Seliverstova
Я положил ружье рядом с собой.	1	Expert	0	Seliverstova
Что вы хотите, чтобы я сказал?	1	Expert	0	Rusgram
Павел Алексеевич уже перестал ждать какого бы то ни было ответа.	1	Expert	0	Paducheva2013
Все успокоилось, и лишь где-то вдалеке все еще гремел гром.	1	Expert	0	Seliverstova
Я предложил Ивану сходить туда вместе.	1	Expert	0	Testelets
В мировой литературе есть огромное количество произведений, посвящённым женщине.	0	Expert	Syntax	USE8
Зимними холодными вечерами они сидели у камина, читали или разговаривали.	1	Expert	0	Seliverstova
Автобус не должен отправляться ночью.	1	Expert	0	Paducheva2013
Помню свои впечатления от этой поездки ― по обеим сторонам дороги тянулись заросли сирени.	1	Expert	0	USE7
Иван не знает, что Маша уехала.	1	Expert	0	Paducheva2013
Иван знает, что Маша уехала.	1	Expert	0	Paducheva2013
Не дымилось больше заводских труб за рекой.	1	Expert	0	Paducheva2013
На пруду, которого поверхность виднелась сквозь аллеи, заливались лягушки.	1	Expert	0	Paducheva1996
Я открыл окно, чтобы проветрить комнату.	1	Expert	0	Testelets
Да я, впрочем, не спорить пришел, а, узнав про вторую беду твою, пришел утешить, потолковать с другом.	1	Expert	0	Paducheva2004
Долгое время она звала сына к себе.	1	Expert	0	Paducheva1996
Перемен в технической политике фирмы еще не началось.	0	Expert	Semantics	Paducheva2013
Я предпочитаю воздерживаться от всякого вмешательства.	1	Expert	0	Paducheva2013
Так ведь и я тебя тоже люблю, — за то и боль приняла.	1	Expert	0	Seliverstova
Ты переставлял мои книги?	1	Expert	0	Paducheva1996
Она вынула из сумки деньги и протянула их продавцу.	1	Expert	0	Seliverstova
Я хочу, чтобы они зайдут, когда ты спрячешься.	0	Expert	Syntax	Testelets
В тот час, когда уже, кажется, и сил не было дышать, никто не пришел под липы.	1	Expert	0	Paducheva1996
Когда я вошел в комнату, худенький мальчик, одетый в гимназическую форму, кормил рыб в аквариуме.	1	Expert	0	Seliverstova
Все вымокнув под дождем, они добежали до станции.	1	Expert	0	Testelets
Он не знает, что Иван приехал.	1	Expert	0	Testelets
Сверх запасов, зафиксированных ЛБМ и МИА, в мире находится более 4 млн тонн алюминия, которые в основном нигде не зафиксированы.	1	Expert	0	Paducheva2013
Встретимся в сквере рядом с метро «Университет».	1	Expert	0	Seliverstova
Поднимаясь вдоль горного склона, температура воздуха понижается, и содержащаяся в нём влага на высоте более двух километров начинает конденсироваться, образуя облако.	0	Expert	Syntax	USE8
Иван, когда я поступил в институт, очень обрадовался.	1	Expert	0	Testelets
Многие из тех, кто любят классическую музыку, с трудом выносят прослушивание современных поп-хитов.	0	Expert	Syntax	USE8
Каждому времени нужен как свой летописец в области исторических событий, так и быта и уклада.	0	Expert	Syntax	USE8
Конечно, и мы, и родители— все беспокоились за то, чтобы успешно сдать выпускные экзамены.	0	Expert	Syntax	USE8
Вошел врач, и лицо больного опять приняло спокойное выражение.	1	Expert	0	Seliverstova
Он второпях не оставил ключи.	1	Expert	0	Paducheva2013
Вместо того, чтобы заниматься, Миша слушает диски.	1	Expert	0	Testelets
Трудно не пытаться ничего не сделать, когда ты понимаешь, что от этого зависит вся твоя жизнь.	1	Expert	0	Seliverstova
Попугайчика вовремя не покормили, и он умер.	1	Expert	0	Paducheva2013
Я был около ее дома, но внутрь меня не пустили.	1	Expert	0	Seliverstova
Он показался в назначенный срок.	0	Expert	Semantics	Paducheva2004
При условии, что много заниматься с ребенком, можно добиться больших успехов.	0	Expert	Syntax	Rusgram
Уже триста англичан решили на всякий случай получить страховые полисы от небесной напасти.	1	Expert	0	USE7
Конференция начнется завтра утром в 10 часов.	1	Expert	0	Testelets
Сегодня я особенно остро воспринимаю твою красоту.	1	Expert	0	Seliverstova
Командирам важно быть осведомленными.	1	Expert	0	Rusgram
Этот порыв откровенности, вместе с другими мелкими событиями, имел для него и всей семьи его огромные последствия.	1	Expert	0	Seliverstova
Я ему говорю, что заболел, а он смеется.	1	Expert	0	Paducheva1996
Когда я вошел, он ел две груши.	0	Expert	Semantics	Paducheva1996
У меня мама на пенсии, а у Нины она работает.	0	Expert	Semantics	Seliverstova
Я ответил, что считаю его умным и опытным политиком, крупной фигурой современности.	1	Expert	0	Testelets
Мне дали квартиру поблизости от Филевского парка.	1	Expert	0	Seliverstova
Он всегда говорил очень убедительно, и у меня возникали некоторые сомнения.	1	Expert	0	Testelets
Я едва удержался, чтобы его не ударить.	1	Expert	0	Rusgram
Он не должен был успеть на поезд.	1	Expert	0	Paducheva2013
Я хочу, чтобы в комнате был виден беспорядок, чтобы все стояло вверх дном.	1	Expert	0	Testelets
Из этого материала мы получили прочные стержни.	1	Expert	0	Seliverstova
Иван принял решение пойти на встречу один.	1	Expert	0	Testelets
Я был близко от ее дома, но подойти к самому дому не смог.	1	Expert	0	Seliverstova
Наш поселок расположен далеко от железной дороги.	1	Expert	0	Seliverstova
Что вы предпочитаете — водку или коньяк?	1	Expert	0	Testelets
Она то стихи читает, картины то показывает.	0	Expert	Syntax	Rusgram
У нее есть седые волосы.	1	Expert	0	Seliverstova
Лестница и под лестницей было подметено.	0	Expert	Syntax	Rusgram
Он больше не развлекает меня анекдотами.	1	Expert	0	Paducheva2013
Слушая только голос разума, я совершил немало ошибок, а спустя годы научился слушать и верить своей интуиции.	0	Expert	Syntax	USE8
Она принимает теорию гранулярного пламени.	1	Expert	0	Seliverstova
Охотник закрывал чем-то вход в пещеру.	1	Expert	0	Paducheva1996
Лыжи, мешок с сухарями и все нужное для побега было давно запасено у него.	1	Expert	0	Paducheva2004
На обочине дороги стояла разбитая машина, а немного поодаль, в кювете, лежало отвалившееся колесо.	1	Expert	0	Seliverstova
Иван встретил Марью, которые пошли в кино.	0	Expert	Syntax	Rusgram
Он ясно понимал, что сейчас от него требуется.	1	Expert	0	Paducheva1996
Димка совсем обессилел от крика и слёз.	1	Expert	0	USE5
Иди скорее в школу.	1	Expert	0	Paducheva1996
Среди моих студентов есть способные люди.	1	Expert	0	Seliverstova
Она приняла к себе ребенка.	0	Expert	Semantics	Seliverstova
Я подарю ей эти книги.	1	Expert	0	Seliverstova
Танцоры стучали каблуками в такт музыке.	1	Expert	0	Paducheva2004
Через полчаса он уже сидел в буфете и пил пиво.	1	Expert	0	Paducheva1996
Бунин никого не хотел поставить рядом с собой.	1	Expert	0	Seliverstova
Критик сравнивает первую редакцию романа со второй.	1	Expert	0	Testelets
Сомнений у нас не возникло.	1	Expert	0	Paducheva2013
В зал внесли четыре ящика.	1	Expert	0	Paducheva1996
В ту ночь я беспокойно ворочалась на своем сундучке.	1	Expert	0	Paducheva1996
Для каждого растения существует оптимальный состав минеральных и органических элементов для роста и развития.	1	Expert	0	USE5
Я могу сделать для вас все, что угодно, хоть сейчас.	1	Expert	0	Seliverstova
Так я ему и поверил!	1	Expert	0	Paducheva2013
Толя, гони этого праведника из своей квартиры!	1	Expert	0	Paducheva1996
Заглянув к нам в комнату, тётушка, чем-то, кажется, встревоженная, спросила, что не хотите ли вы прогуляться со мной по саду.	0	Expert	Syntax	USE8
Должен же ты был о чем-то думать, когда делал такую вещь.	1	Expert	0	Seliverstova
Только ты можешь дать мне страдание.	0	Expert	Semantics	Seliverstova
Какое-нибудь задание было дано каждому из них.	1	Expert	0	Seliverstova
Ваня наконец прибил мне вешалку.	1	Expert	0	Paducheva2004
Члены Олимпийского комитета исполнены решимости добиться высокого качества подготовки трасс для лыжных гонок и биатлона.	1	Expert	0	USE5
В квартире есть беспорядок.	0	Expert	Semantics	Paducheva2013
Кто-то стучит в дверь, откройте!	1	Expert	0	Paducheva2004
Отец часто говорил, что очень любит шахматные соревнования и ловить рыбу.	0	Expert	Syntax	USE8
Магазин в два часа закрыт.	1	Expert	0	Paducheva2004
Он объяснил отсутствие Вани приходом Пети.	1	Expert	0	Paducheva2004
У магазина толпилось много народу.	1	Expert	0	Seliverstova
Он заслонился от меня газетой.	1	Expert	0	Paducheva2004
Он сказал, что ему бы молочка.	1	Expert	0	Rusgram
Он вдруг понял, что ей неприятны какие бы то ни было подробности его домашней жизни.	1	Expert	0	Paducheva2013
Есть предметы, о которых можно иметь неверное или недостаточно точное понятие — без прямого ущерба для жизни.	1	Expert	0	Seliverstova
Почему ж в синтаксическом отношении не хотят видеть ничего сходного между формою именительного падежа и формами косвенных падежов?	0	Expert	Morphology	USE7
В воздухе почуялась свежесть; по дороге вились крутящиеся ветерки, которые обыкновенно предшествуют грозе.	1	Expert	0	Paducheva2004
Показавшаяся в двух местах нива с вызревавшим житом давала знать, что скоро должна появиться какая-нибудь деревня.	1	Expert	0	Paducheva2004
Его слова не могли убедить кого-нибудь.	0	Expert	Semantics	Seliverstova
Появились новые лекарственные препараты.	1	Expert	0	Paducheva2013
Спасительный оазис то показывался, то исчез снова.	0	Expert	Syntax	USE8
Те, кто служит делу просвещения, снаряжает молодых в долгий путь по жизни, развивает их ум и способности, благословляет на творческий поиск.	0	Expert	Syntax	USE8
На экскурсии в ботаническом саду школьники любовались редкими садовыми растениями.	1	Expert	0	USE5
Этой весной опять был сильный голод: уже второй год шла война.	1	Expert	0	Paducheva2004
Темнота и облачность перестали быть препятствием для обнаружения ракет где бы то ни было.	1	Expert	0	Paducheva2013
В ночь на 15 апреля 1912 г. потерпел крушение не только пароход «Титаник», а вместе с ним миф о его непотопляемости.	0	Expert	Syntax	USE8
Решал, но не решил.	1	Expert	0	Paducheva1996
Он погрузился в воду по пояс.	1	Expert	0	Paducheva1996
Я взяла его за своего брата.	0	Expert	Semantics	Seliverstova
К его удивлению Анна приняла это известие очень спокойно.	1	Expert	0	Seliverstova
Она приняла его в своем кабинете.	1	Expert	0	Seliverstova
Он получил похвальную грамоту.	1	Expert	0	Seliverstova
К злостным нарушителям правил дорожного движения будут применяться суровые штрафные санкции.	1	Expert	0	USE5
Я принес документы, чтобы мне не быть на суде голословным.	1	Expert	0	Rusgram
Если лишить человека возможности слышать, видеть, осязать, лишить контактов с миром –– он перестанет осознавать себя и сойдет с ума.	1	Expert	0	Paducheva2004
Я был у приятеля.	1	Expert	0	Paducheva2013
Любой из вас мог бы пойти туда.	1	Expert	0	Seliverstova
Танцевало три человека.	1	Expert	0	Mitrenina
Он дал мне толчок.	0	Expert	Semantics	Seliverstova
Маша только мало того что на пять минут опоздала, еще и сделала прекрасный доклад.	0	Expert	Syntax	Rusgram
А где же Ваша жена?	1	Expert	0	Paducheva1996
Он сидел две минуты.	1	Expert	0	Paducheva2013
Тот, кто сначала взял обязательство каждый день отжиматься на один раз больше и выполняет его, становится сильным!	1	Expert	0	Lutikova
Я две недели не был дома.	1	Expert	0	Paducheva2013
Больной съел немного бульона.	1	Expert	0	Paducheva1996
Он отрицает, что все знает об этом.	1	Expert	0	Testelets
Опомнившись и схватив рюкзак, ноги понесли Сергея прочь от этой тёмной улочки.	0	Expert	Syntax	USE8
Ответчику направлена претензия, на которую получен ответ, в котором даны пояснения по делу.	0	Expert	Syntax	USE8
Больницу принес обозу приказ комбата занять больницу очередной день.	0	Expert	Syntax	Lutikova
Мой дядя восходил на Эверест.	1	Expert	0	Paducheva1996
